ASIN,Title,Description,Price,List_price,Image_URL
B07569DSDR,"iPhone 8 Plus Case, SUPCASE Unicorn Beetle Series Premium Hybrid Protective Clear Case Apple iPhone 7 Plus 2016 / iPhone 8 Plus 2017 Release (Black)","SUPCASE Unicorn Beetle Hybrid case for Apple iPhone 8 Plus 2017 release is a stylish, form fitting protective Shield with a smooth finish. The enhanced design reveals a transparent back, shock absorbing frame, Dual accent colors and detailed trim. The perfect minimalist case.",$14.99,,
,Energizer 395 / 399 Silver Oxide 5 Batteries (SR927W / SR927SW),Energizer 395 / 399 Silver Oxide 5 Batteries (SR927W / SR927SW),$5.40,,https://images-na.ssl-images-amazon.com/images/I/51KkGkicwbL._SL1000_.jpg
B0759TDR3H,"AUKEY USB C Power Bank, 20000mAh Portable Charger USB C, Slimline Type C Battery Pack with 3 Input & 4 Output Compatible with iPhone Xs/XS Max / 8 / Plus, Nintendo Switch, Samsung Galaxy Note8, Pixel",,$39.99,,https://images-na.ssl-images-amazon.com/images/I/611WidNEKjL._SL1500_.jpg
B07G34JHSF,"Battery Case for iPhone 6 6s, 4000mAh Portable Protective Charging Case for iPhone 6 6s(4.7 inch) Extended Battery Charger Case-(Black)",,$37.95,,https://images-na.ssl-images-amazon.com/images/I/71xXAGNAGdL._SL1500_.jpg
,Energizer 371 / 370 Silver Oxide Watch Battery (5 per Pack),Energizer 371 / 370,$4.99,,
B079Z4RHZZ,"AUKEY Power Delivery Power Bank, 10000mAh PD Power Bank, 18W USB-C Portable Charger with Quick Charge 3.0 Compatible iPhone Xs/XS Max, Pixel, Samsung, Nintendo Switch etc.",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/61ShN0Pw7hL._SL1500_.jpg
B01B4TEJUM,"ScandiTech Battery Model iP6 (not 6+ or 6S) - Replacement Kit with Tools, Adhesive & Instructions - New 1810 mAh 0 Cycle Battery - Repair Your Phone in 15 min - 1 Year Warr",,$24.49,,https://images-na.ssl-images-amazon.com/images/I/71DcCRsZe8L._SL1500_.jpg
B07JZ6KV3L,"KUPPET 20000mAh Power Bank (Dual USB Port, 3.1A Total) External Portable Charger Battery Pack Portable Charger with LED Flashlight for iPhone 8/7,iPhone X,iPad Pro, Galaxy S8 Note8 and More","Specification: Capacity: 20000mAh Dual Inputs: Lightning and Micro USB 5V 2A(MAX) Dual Outputs: USB DC 5V 2A(MAX) Material: PC/ABS Battery: Lithium polymer High Capacity with Thin Design 20000mAh High Capacity will provide you power for outside several days. While it is very thin Quickly Replenish It means that you do not have to spend your time to charge your device with the 2.1A output, deliver the fastest charge speed to you. 2A input design, use a 2.1A adapter for fastest charging time, twice as fast than 1A input. Superior Quality with Certificated Safety Battery:The power bank use premium Lithium polymer cells,be equiped with MANMAI intelligent charging IC to provide you with 10 multiple protections system about over-charged,over-current,short-circuit,over-heat protections etc. Shell: Class V0 refractory fire retardant material. Meet all related safety standard,including CE,ROHS,FCC certificates Safety guarantee for you and your devices Compatible Devices: iPhone,Samsung Galaxy,Huawei,LG,Sony,HTC,Blackberry,Google,iPad,iPod,tablet PCs,Digital cameras,Nintendo Switch,PSP,etc In a word:It will charge anything you would normally charge through a USB cable Package Contains: MANMAI 20000mAh Charge Power Bank Micro USB Cable User Manual",$33.95,,https://images-na.ssl-images-amazon.com/images/I/71UXRxs0g7L._SL1500_.jpg
B07BVSVCQF,Power Bank 24000mAh Portable Charger Battery Pack 4 OutPut Ports Huge Capacity Backup Battery Compatible Smart Phone Almost All Android Phone And Others,,$30.99,,https://images-na.ssl-images-amazon.com/images/I/61pUXa2p%2B7L._SL1000_.jpg
B07KYGZ6WC,"Power Bank 25000mAh Portable Charger Battery Pack with Three Outputs&Dual Inputs Huge Capacity Backup Battery Compatible Compatible Smartphone,Tablet and More",,$30.99,,https://images-na.ssl-images-amazon.com/images/I/61xheYGPUFL._SL1500_.jpg
B075Q5G3JN,"Portable Charger, Xiaomi Mi Slim Power Bank Pro 10000mAh, 18W Fast Charging Aluminum Battery Pack for iPhone X 8 7 6 Samsung Galaxy S9 S8 S7 Android",,$29.99,,https://images-na.ssl-images-amazon.com/images/I/61qpMSRPKPL._SL1000_.jpg
B009KBLSQU,"Panasonic CR1616 3V Coin Cell Lithium Battery, Retail Pack of 2","Panasonic Retail Blister Package. Panasonic 3 Volt Lithium coin batteries are used in a wide variety of applications, including personal watches, clocks, electronic organizers, PDA's, portable electronics, keyless door entry remotes, cell phones, computer motherboards, heart monitors, backup power sources for IC memories, and more. Lithium 3V provide 2x the nominal voltage compared to other chemistry makeup of batteries such as Silver Oxide and Alkaline button cells.",$4.22,,https://images-na.ssl-images-amazon.com/images/I/61HjOcxv9vL._SL1000_.jpg
